Filename,Unripe,Almost,Ripe,Overripe
136_4.jpg,TRUE,FALSE,FALSE,FALSE
137_4.jpg,TRUE,FALSE,FALSE,FALSE
138_4.jpg,TRUE,FALSE,FALSE,FALSE
139_4.jpg,TRUE,FALSE,FALSE,FALSE
140_4.jpg,TRUE,FALSE,FALSE,FALSE
141_4.jpg,TRUE,FALSE,FALSE,FALSE
142_4.jpg,TRUE,FALSE,FALSE,FALSE
143_4.jpg,TRUE,FALSE,FALSE,FALSE
144_4.jpg,TRUE,FALSE,FALSE,FALSE
145_4.jpg,TRUE,FALSE,FALSE,FALSE
146_4.jpg,TRUE,FALSE,FALSE,FALSE
147_4.jpg,TRUE,FALSE,FALSE,FALSE
148_4.jpg,TRUE,FALSE,FALSE,FALSE
149_4.jpg,TRUE,FALSE,FALSE,FALSE
150_4.jpg,TRUE,FALSE,FALSE,FALSE
151_4.jpg,TRUE,FALSE,FALSE,FALSE
152_4.jpg,TRUE,FALSE,FALSE,FALSE
153_4.jpg,TRUE,FALSE,FALSE,FALSE
154_4.jpg,TRUE,FALSE,FALSE,FALSE
155_4.jpg,TRUE,FALSE,FALSE,FALSE
156_4.jpg,TRUE,FALSE,FALSE,FALSE
157_4.jpg,TRUE,FALSE,FALSE,FALSE
158_4.jpg,TRUE,FALSE,FALSE,FALSE
159_4.jpg,TRUE,FALSE,FALSE,FALSE
160_4.jpg,FALSE,TRUE,FALSE,FALSE
161_4.jpg,FALSE,TRUE,FALSE,FALSE
162_4.jpg,FALSE,TRUE,FALSE,FALSE
163_4.jpg,TRUE,FALSE,FALSE,FALSE
164_4.jpg,TRUE,FALSE,FALSE,FALSE
165_4.jpg,TRUE,FALSE,FALSE,FALSE
166_4.jpg,FALSE,TRUE,FALSE,FALSE
167_4.jpg,FALSE,TRUE,FALSE,FALSE
168_4.jpg,FALSE,TRUE,FALSE,FALSE
169_4.jpg,FALSE,TRUE,FALSE,FALSE
170_4.jpg,FALSE,TRUE,FALSE,FALSE
171_4.jpg,FALSE,TRUE,FALSE,FALSE
172_4.jpg,TRUE,FALSE,FALSE,FALSE
173_4.jpg,TRUE,FALSE,FALSE,FALSE
174_4.jpg,TRUE,FALSE,FALSE,FALSE
175_4.jpg,TRUE,FALSE,FALSE,FALSE
176_4.jpg,TRUE,FALSE,FALSE,FALSE
177_4.jpg,TRUE,FALSE,FALSE,FALSE
178_4.jpg,FALSE,FALSE,TRUE,FALSE
179_4.jpg,FALSE,FALSE,TRUE,FALSE
180_4.jpg,FALSE,FALSE,TRUE,FALSE
181_4.jpg,FALSE,FALSE,TRUE,FALSE
182_4.jpg,FALSE,FALSE,TRUE,FALSE
183_4.jpg,FALSE,FALSE,TRUE,FALSE
184_4.jpg,FALSE,FALSE,TRUE,FALSE
185_4.jpg,FALSE,FALSE,TRUE,FALSE
186_4.jpg,FALSE,FALSE,TRUE,FALSE
187_4.jpg,FALSE,FALSE,TRUE,FALSE
188_4.jpg,FALSE,FALSE,TRUE,FALSE
189_4.jpg,FALSE,FALSE,TRUE,FALSE
190_4.jpg,FALSE,FALSE,TRUE,FALSE
191_4.jpg,FALSE,FALSE,TRUE,FALSE
192_4.jpg,FALSE,FALSE,TRUE,FALSE
193_4.jpg,FALSE,FALSE,TRUE,FALSE
194_4.jpg,FALSE,FALSE,TRUE,FALSE
195_4.jpg,FALSE,FALSE,TRUE,FALSE
196_4.jpg,FALSE,FALSE,TRUE,FALSE
197_4.jpg,FALSE,FALSE,TRUE,FALSE
198_4.jpg,FALSE,FALSE,TRUE,FALSE
199_4.jpg,FALSE,FALSE,TRUE,FALSE
200_4.jpg,FALSE,FALSE,TRUE,FALSE
201_4.jpg,FALSE,FALSE,TRUE,FALSE
202_4.jpg,FALSE,FALSE,TRUE,FALSE
203_4.jpg,FALSE,FALSE,TRUE,FALSE
204_4.jpg,FALSE,FALSE,TRUE,FALSE
205_4.jpg,FALSE,FALSE,TRUE,FALSE
206_4.jpg,FALSE,FALSE,TRUE,FALSE
207_4.jpg,FALSE,FALSE,TRUE,FALSE
208_4.jpg,FALSE,FALSE,TRUE,FALSE
209_4.jpg,FALSE,FALSE,TRUE,FALSE
210_4.jpg,FALSE,FALSE,TRUE,FALSE
211_4.jpg,FALSE,FALSE,TRUE,FALSE
212_4.jpg,FALSE,FALSE,TRUE,FALSE
213_4.jpg,FALSE,FALSE,TRUE,FALSE
214_4.jpg,FALSE,FALSE,TRUE,FALSE
215_4.jpg,FALSE,FALSE,TRUE,FALSE
216_4.jpg,FALSE,FALSE,TRUE,FALSE
217_4.jpg,FALSE,FALSE,TRUE,FALSE
218_4.jpg,FALSE,FALSE,TRUE,FALSE
219_4.jpg,FALSE,FALSE,TRUE,FALSE
220_4.jpg,FALSE,FALSE,TRUE,FALSE
221_4.jpg,FALSE,FALSE,TRUE,FALSE
222_4.jpg,FALSE,FALSE,TRUE,FALSE
223_4.jpg,FALSE,FALSE,TRUE,FALSE
224_4.jpg,FALSE,FALSE,TRUE,FALSE
225_4.jpg,FALSE,FALSE,TRUE,FALSE
226_4.jpg,FALSE,FALSE,TRUE,FALSE
227_4.jpg,FALSE,FALSE,TRUE,FALSE
228_4.jpg,FALSE,FALSE,TRUE,FALSE
229_4.jpg,FALSE,FALSE,TRUE,FALSE
230_4.jpg,FALSE,FALSE,TRUE,FALSE
231_4.jpg,FALSE,FALSE,TRUE,FALSE
232_4.jpg,FALSE,FALSE,TRUE,FALSE
233_4.jpg,FALSE,FALSE,TRUE,FALSE
234_4.jpg,FALSE,FALSE,TRUE,FALSE
235_4.jpg,FALSE,FALSE,TRUE,FALSE
236_4.jpg,FALSE,FALSE,TRUE,FALSE
237_4.jpg,FALSE,FALSE,TRUE,FALSE
238_4.jpg,FALSE,FALSE,TRUE,FALSE
239_4.jpg,FALSE,FALSE,TRUE,FALSE
240_4.jpg,FALSE,FALSE,TRUE,FALSE
241_4.jpg,FALSE,FALSE,TRUE,FALSE
242_4.jpg,FALSE,FALSE,TRUE,FALSE
243_4.jpg,FALSE,FALSE,TRUE,FALSE
244_4.jpg,FALSE,FALSE,TRUE,FALSE
245_4.jpg,FALSE,FALSE,TRUE,FALSE
246_4.jpg,FALSE,FALSE,TRUE,FALSE
247_4.jpg,FALSE,FALSE,TRUE,FALSE
248_4.jpg,FALSE,FALSE,TRUE,FALSE
249_4.jpg,FALSE,FALSE,TRUE,FALSE
250_4.jpg,FALSE,FALSE,TRUE,FALSE
251_4.jpg,FALSE,FALSE,TRUE,FALSE
252_4.jpg,FALSE,FALSE,TRUE,FALSE
253_4.jpg,FALSE,FALSE,TRUE,FALSE
254_4.jpg,FALSE,FALSE,TRUE,FALSE
255_4.jpg,FALSE,FALSE,TRUE,FALSE
256_4.jpg,FALSE,FALSE,TRUE,FALSE
257_4.jpg,FALSE,FALSE,TRUE,FALSE
258_4.jpg,FALSE,FALSE,TRUE,FALSE
259_4.jpg,FALSE,FALSE,TRUE,FALSE
260_4.jpg,FALSE,FALSE,TRUE,FALSE
261_4.jpg,FALSE,FALSE,TRUE,FALSE
262_4.jpg,FALSE,FALSE,TRUE,FALSE
263_4.jpg,FALSE,FALSE,TRUE,FALSE
264_4.jpg,FALSE,FALSE,TRUE,FALSE
265_4.jpg,FALSE,FALSE,TRUE,FALSE
266_4.jpg,FALSE,FALSE,TRUE,FALSE
267_4.jpg,FALSE,FALSE,TRUE,FALSE
268_4.jpg,FALSE,FALSE,TRUE,FALSE
269_4.jpg,FALSE,FALSE,TRUE,FALSE
270_4.jpg,FALSE,FALSE,TRUE,FALSE
271_4.jpg,FALSE,FALSE,TRUE,FALSE
272_4.jpg,FALSE,FALSE,TRUE,FALSE
273_4.jpg,FALSE,FALSE,TRUE,FALSE
274_4.jpg,FALSE,FALSE,TRUE,FALSE
275_4.jpg,FALSE,FALSE,TRUE,FALSE
276_4.jpg,FALSE,FALSE,TRUE,FALSE
277_4.jpg,FALSE,FALSE,TRUE,FALSE
278_4.jpg,FALSE,FALSE,TRUE,FALSE
279_4.jpg,FALSE,FALSE,TRUE,FALSE
280_4.jpg,FALSE,FALSE,TRUE,FALSE
281_4.jpg,FALSE,FALSE,TRUE,FALSE
282_4.jpg,FALSE,FALSE,TRUE,FALSE
283_4.jpg,FALSE,FALSE,TRUE,FALSE
284_4.jpg,FALSE,FALSE,TRUE,FALSE
285_4.jpg,FALSE,FALSE,TRUE,FALSE
286_4.jpg,FALSE,FALSE,TRUE,FALSE
287_4.jpg,FALSE,FALSE,TRUE,FALSE
288_4.jpg,FALSE,FALSE,TRUE,FALSE
289_4.jpg,FALSE,FALSE,TRUE,FALSE
290_4.jpg,FALSE,FALSE,TRUE,FALSE
291_4.jpg,FALSE,FALSE,TRUE,FALSE
292_4.jpg,FALSE,FALSE,TRUE,FALSE
293_4.jpg,FALSE,FALSE,TRUE,FALSE
294_4.jpg,FALSE,FALSE,TRUE,FALSE
295_4.jpg,FALSE,FALSE,TRUE,FALSE
296_4.jpg,FALSE,FALSE,TRUE,FALSE
297_4.jpg,FALSE,FALSE,TRUE,FALSE
298_4.jpg,FALSE,FALSE,TRUE,FALSE
299_4.jpg,FALSE,FALSE,TRUE,FALSE
300_4.jpg,FALSE,FALSE,TRUE,FALSE
301_4.jpg,FALSE,FALSE,TRUE,FALSE
302_4.jpg,FALSE,FALSE,TRUE,FALSE
303_4.jpg,FALSE,FALSE,TRUE,FALSE
304_4.jpg,FALSE,FALSE,TRUE,FALSE
305_4.jpg,FALSE,FALSE,TRUE,FALSE
306_4.jpg,FALSE,FALSE,TRUE,FALSE
